CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014;
06211X0041/P3CAPT;03065;CHATEL-DE-NEUVRE;03;AELB;221,6;10.6;03065_FRGG051_FRGG128;724701,6163;6591197,699;GG128;GG128;;;RCSseul;RCSseul;RCSseul;RCSseul;;;;;;oui;oui;oui;
06216X0328/PZ10;03083;CONTIGNY;03;AELB;228;8;03083_FRGG051_FRGG128;726040,128;6582086,39;GG128;GG128;;;RCSseul;RCSseul;RCSseul;RCSseul;;;;;;oui;oui;oui;
06216X0165/P4;03083;CONTIGNY;03;AELB;228;;03083_FRGG051_FRGG128;725527,0943;6583344,343;GG128;GG128;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
05997X1114/P3;03086;COULANGES;03;AELB;219;;03086_FRGG043_FRGG047;765414,748;6599612,864;GG047;GG047;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06467X0217/67;03094;CREUZIER-LE-VIEUX;03;AELB;327;;03094_ _FRGG051;734163,9357;6561169,245;;GG051;Hors RCS et RCO;;;;;;;;oui;;;;;;
05995X0024/F1;03102;DOMPIERRE-SUR-BESBRE;03;AELB;226;;03102_ _FRGG046;753018,9491;6600990,836;;GG046;Hors RCS et RCO;;;;;;oui;;;;;;;;
05995X0025/P1;03102;DOMPIERRE-SUR-BESBRE;03;AELB;221;;03102_ _FRGG051;752411,9081;6603901,748;GG046;GG051;Hors RCS et RCO;;;;;;oui;;;;;;;;
05992X1084/AUBIN;03102;DOMPIERRE-SUR-BESBRE;03;AELB;207;13.6;03102_FRGG051_FRGG047;755577,9158;6606083,59;GG047;GG047;;;RCSseul;RCSseul;RCSseul;RCSseul;;;;;;oui;oui;oui;
06451X0053/TX;03108;ECHASSIERES;03;AELB;617;;03108_ _FRGG050;696003,2397;6566651,928;GG050;GG050;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06212X0058/LFN804;03114;LA FERTE-HAUTERIVE;03;AELB;218,5;72;03114_FRGG051_FRGG128;725818,8573;6586511,192;GG051;GG128;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
05761X1020/P1;03119;GANNAY-SUR-LOIRE;03;AELB;199;;03119_FRGG051_FRGG047;747707,9964;6626040,37;GG047;GG047;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
05761X1035/PZ4;03119;GANNAY-SUR-LOIRE;03;AELB;202;13.85;03119_FRGG131_FRGG051;747645,9237;6625835,113;;GG051;;;;;;RCS/RCO;;;;;;;;oui;
05761X1026/LEPORT;03119;GANNAY-SUR-LOIRE;03;AELB;204;11;03119_FRGG131_FRGG051;747876,9659;6625762,216;GG047;GG051;;;RCSseul;RCSseul;RCSseul;;;;;;;oui;oui;;
05737X0008/C;03130;ISLE-ET-BARDAIS;03;AELB;232;;03130_ _FRGG070;678668,6049;6619993,12;GG070;GG070;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
05737X0007/C;03130;ISLE-ET-BARDAIS;03;AELB;252;;03130_ _FRGG070;685833,2798;6620247,045;GG070;GG070;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06475X0007/F;03131;ISSERPENT;03;AELB;379;120;03131_ _FRGG051;747964,7365;6562525,577;GG143;GG051;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06711X0017/162;03165;LE MAYET-DE-MONTAGNE;03;AELB;563;;03165_ _FRGG143;748066,4359;6552557,206;GG143;GG143;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
05982X0136/238;03190;MOULINS;03;AELB;225;;03190_FRGG051_FRGG128;725940,653;6606757,77;;GG128;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
05986X0077/S1;03197;NEUILLY-LE-REAL;03;AELB;257;50.3;03197_ _FRGG051;730418,6119;6596183,444;GG051;GG051;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06216X0170/P1;03204;PARAY-SOUS-BRIAILLES;03;AELB;232;;03204_FRGG051_FRGG128;728098,6813;6578461,008;GG128;GG128;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06216X0227/P30-04;03204;PARAY-SOUS-BRIAILLES;03;AELB;236,45;6.3;03204_FRGG051_FRGG128;728273,8915;6579819,136;GG128;GG128;;;RCSseul;RCSseul;RCSseul;RCS/RCO;;;;;;oui;oui;oui;
05736X0003/C;03221;SAINT-BONNET-TRONCAIS;03;AELB;207;;03221_ _FRGG070;676825,9884;6616623,375;GG070;GG070;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
05736X0002/P1;03221;SAINT-BONNET-TRONCAIS;03;AELB;213,5;32.17;03221_ _FRGG070;676279,2615;6622101,916;GG070;GG070;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06712X0017/176;03224;SAINT-CLEMENT;03;AELB;541;;03224_ _FRGG133;756155,078;6553088,194;;GG133;Hors RCS et RCO;;;;;;;;oui;;;;;;
06462X0092/F;03227;SAINT-DIDIER-LA-FORET;03;AELB;257;14;03227_ _FRGG051;725549,1438;6573372,942;GG051;GG051;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06187X0001/181;03246;SAINT-MARTINIEN;03;AELB;446;;03246_ _FRGG053;660349,2745;6582652,502;GG053;GG053;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
05973X0003/F;03247;SAINT-MENOUX;03;AELB;264;44;03247_ _FRGG050;707938,566;6607294,559;GG050;GG050;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06477X0026/S;03248;SAINT-NICOLAS-DES-BIEFS;03;AELB;901;;03248_ _FRGG133;762499,7262;6548260,602;GG133;GG133;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06703X0310/F8;03264;SAINT-YORRE;03;AELB;260;8.5;03264_FRGG051_FRGG052;735766,8502;6552238,782;GG052;GG052;Hors RCS et RCO;;;;;;;oui;;;;;;;
05986X0106/P16-21;03286;TOULON-SUR-ALLIER;03;AELB;215,66;12.9;03286_FRGG051_FRGG128;725542,4312;6599084,701;GG128;GG128;;;RCSseul;RCSseul;RCSseul;RCSseul;;;;;;oui;oui;oui;
05755X0087/S;03290;TREVOL;03;AELB;226;;03290_ _FRGG051;726309,3202;6615011,346;GG051;GG051;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
05962X0018/P5;03297;VALLON-EN-SULLY;03;AELB;171;5.8;03297_FRGG051_FRGG109;669912,3421;6602219,971;GG051;GG109;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06191X0137/P16;03301;VAUX;03;AELB;181;;03301_FRGG051_FRGG109;669366,7379;6591091,479;GG109;GG109;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
09441X0015/P;04001;AIGLUN;04;AERM&C;515;0;04001_FRDG209_FRDG355;952418,3596;6333015,991;DG355;DG355;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09456X0003/HY;04008;ANNOT;04;AERM&C;790;0;04008_ _FRDG174;995121,7602;6324341,991;DG174;DG174;Hors RCS et RCO;;;;;;;;oui;;;;;;
09182X0006/HY;04020;BARLES;04;AERM&C;1230;0;04020_ _FRDG417;958320,1616;6359379,975;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09196X0001/HY;04025;BEAUVEZER;04;AERM&C;1190;0;04025_ _FRDG423;986394,7086;6343326,201;DG423;DG423;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
08942X0006/HY;04026;BELLAFFAIRE;04;AERM&C;1220;;04026_ _FRDG417;954340,141;6370563,49;;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09446X0001/HY;04028;BEYNES;04;AERM&C;830;0;04028_ _FRDG417;961003,1965;6325629,858;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09703X0001/HY;04030;BLIEUX;04;AERM&C;1030;0;04030_ _FRDG417;971751,7979;6315774,974;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09703X0002/HY;04030;BLIEUX;04;AERM&C;1000;0;04030_ _FRDG417;971145,5072;6309532,861;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09436X0040/P;04034;LA BRILLANNE;04;AERM&C;353;8.2;04034_FRDG209_FRDG357;932382,9972;6319927,586;DG357;DG357;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09694X0003/P;04035;BRUNET;04;AERM&C;405;;04035_FRDG209_FRDG356;945268,3458;6316438,237;DG356;DG356;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09693X0011/P;04035;BRUNET;04;AERM&C;405;0;04035_FRDG209_FRDG356;942025,8296;6315109,777;DG356;DG356;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCSseul;oui;;;;;;;;
09187X0007/HY;04036;LE BRUSQUET;04;AERM&C;760;0;04036_ _FRDG417;964254,1085;6345397,251;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09715X0008/HY;04039;CASTELLANE;04;AERM&C;1120;0;04039_ _FRDG422;979537,263;6310567,86;DG422;DG422;Hors RCS et RCO;;;;;;;;oui;;;;;;
09711X0022/HY;04039;CASTELLANE;04;AERM&C;865;;04039_ _FRDG422;986187,9952;6308401,075;DG422;DG422;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09711X0018/HY;04039;CASTELLANE;04;AERM&C;788;0;04039_ _FRDG422;982941,3925;6307446,127;DG422;DG422;Hors RCS et RCO;;;;;;;;oui;;;;;;
09711X0012/HY;04039;CASTELLANE;04;AERM&C;920;0;04039_ _FRDG422;979887,7264;6309167,23;DG422;DG422;Hors RCS et RCO;;;;;;;;oui;;;;;;
09433X0155/HY;04053;CHATEAUNEUF-VAL-SAINT-DONAT;04;AERM&C;610;0;04053_ _FRDG521;936658,9138;6337178,757;DG521;DG521;Hors RCS et RCO;;;;;;;;oui;;;;;;
09442X0018/HY;04054;CHATEAUREDON;04;AERM&C;1070;0;04054_ _FRDG417;959330,9373;6329905,188;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09443X0009/SOU;04055;CHAUDON-NORANTE;04;AERM&C;1156;0;04055_ _FRDG417;967387,1875;6325873,489;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
08938X0021/HY;04057;CLAMENSANE;04;AERM&C;725;0;04057_ _FRDG417;943170,9496;6362519,776;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09196X0011/HY;04061;COLMARS;04;AERM&C;1410;0;04061_ _FRDG174;992639,6386;6344589,747;DG174;DG174;Hors RCS et RCO;;;;;;;;oui;;;;;;
09431X0010/HY;04065;CRUIS;04;AERM&C;720;0;04065_ _FRDG521;926815,0705;6333311,201;DG521;DG521;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09186X0006/SOU;04070;DIGNE-LES-BAINS;04;AERM&C;700;;04070_ _FRDG417;961984,3544;6338591,767;DG417;DG417;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;;;;oui;;;oui;;
09465X0031/HY;04076;ENTREVAUX;04;AERM&C;620;;04076_ _FRDG421;1008095,492;6324200,719;DG421;DG421;Hors RCS et RCO;;;;;;;;oui;;;;;;
09438X0003/SOU;04077;ENTREVENNES;04;AERM&C;642;0;04077_ _FRDG209;941189,0889;6316550,136;DG209;DG209;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui;
09433X0092/P;04079;L'ESCALE;04;AERM&C;425;8.8;04079_ _FRDG209;943780,0792;6338212,082;DG357;DG209;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
09446X0003/HY;04084;ESTOUBLON;04;AERM&C;690;0;04084_ _FRDG209;955684,7571;6319430,143;DG209;DG209;Hors RCS et RCO;;;;;;;;oui;;;;;;
08953X0014/HY;04086;FAUCON-DE-BARCELONNETTE;04;AERM&C;1850;0;04086_ _FRDG417;993926,7877;6373830,303;;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09696X0033/HY;04094;GREOUX-LES-BAINS;04;AERM&C;370;0;04094_ _FRDG209;929207,6721;6303370,777;DG209;DG209;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
08953X0012/HY;04096;JAUSIERS;04;AERM&C;1420;0;04096_ _FRDG417;1004827,372;6374652,078;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09444X0003/HY;04099;LAMBRUISSE;04;AERM&C;1290;0;04099_ _FRDG417;975070,347;6333505,989;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09424X0016/HY;04101;LARDIERS;04;AERM&C;800;0;04101_ _FRDG130;918753,5614;6335981,05;DG130;DG130;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
08944X0003/HY;04102;LE LAUZET-UBAYE;04;AERM&C;860;;04102_ _FRDG417;972064,0404;6378893,998;DG417;DG417;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;;;;;;;oui;;
09428X0030/F;04104;LIMANS;04;AERM&C;479;0;04104_ _FRDG521;919515,2928;6325586,374;DG521;DG521;Hors RCS et RCO;;;;;;oui;;;;;;;;
09436X0041/P;04106;LURS;04;AERM&C;360;6.85;04106_FRDG209_FRDG358;932774,3651;6321110,381;DG358;DG358;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
09702X0001/HY;04107;MAJASTRES;04;AERM&C;1150;0;04107_ _FRDG417;963906,4828;6312853,106;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09434X0017/F2;04108;MALIJAI;04;AERM&C;434;25.2;04108_FRDG209_FRDG355;946795,486;6330159,122;DG355;DG355;Hors RCS et RCO;;;;;;;;oui;;;;;;
09428X0040/HY;04111;MANE;04;AERM&C;562;0;04111_ _FRDG521;922601,3377;6319959,57;DG521;DG521;Hors RCS et RCO;;;;;;;;oui;;;;;;
09695X0141/P5;04112;MANOSQUE;04;AERM&C;291,1;9;04112_FRDG209_FRDG357;925178,9603;6303380,009;DG357;DG357;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;;oui;oui;oui;oui;oui;oui;oui;
09186X0004/P;04113;MARCOUX;04;AERM&C;680;0;04113_FRDG417_FRDG355;959789,6341;6342069,482;DG355;DG355;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09433X0073/P;04116;LES MEES;04;AERM&C;393,8;11.85;04116_FRDG209_FRDG358;935115,7981;6327483,979;DG358;DG358;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
08718X0008/HY;04120;MEYRONNES;04;AERM&C;1840;0;04120_ _FRDG417;1003237,619;6381108,222;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
08943X0026/HY;04126;MONTCLAR;04;AERM&C;1278;0;04126_ _FRDG417;963686,8154;6372194,206;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
08943X0024/HY;04126;MONTCLAR;04;AERM&C;1585;0;04126_ _FRDG417;966852,9743;6373132,289;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09431X0019/HY;04130;MONTLAUX;04;AERM&C;579;0;04130_ _FRDG521;927331,756;6329430,766;;DG521;Hors RCS et RCO;;;;;;oui;;;;;;;;
09423X0044/HY;04132;MONTSALIER;04;AERM&C;710;0;04132_ _FRDG130;907412,2207;6330513,551;DG130;DG130;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09448X0003/HY;04133;MORIEZ;04;AERM&C;940;0;04133_ _FRDG417;977175,8733;6328750,383;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
08938X0022/HY;04134;LA MOTTE-DU-CAIRE;04;AERM&C;850;0;04134_ _FRDG417;940656,3623;6361485,15;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09702X0004/HY;04135;MOUSTIERS-SAINTE-MARIE;04;AERM&C;75;0;04135_ _FRDG422;962983,0597;6313206,217;DG422;DG422;Hors RCS et RCO;;;;;;oui;;;;;;;;
09436X0130/F;04138;NIOZELLES;04;AERM&C;375;0;04138_ _FRDG521;927512,314;6317775,665;DG521;DG521;Hors RCS et RCO;;;;;;oui;;;;;;;;
09175X0004/HY;04139;NOYERS-SUR-JABRON;04;AERM&C;645;0;04139_ _FRDG418;925648,8804;6343765,36;DG418;DG418;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09427X0026/HY;04142;OPPEDETTE;04;AERM&C;540;0;04142_FRDG226_FRDG213;908772,3516;6318415,855;DG213;DG213;Hors RCS et RCO;;;;;;oui;;;;;;;;
09436X0115/P;04143;ORAISON;04;AERM&C;361,5;0;04143_FRDG209_FRDG357;932892,1335;6319888,895;;DG357;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09436X0141/F;04143;ORAISON;04;AERM&C;351;4.5;04143_FRDG209_FRDG357;933584,695;6314796,088;DG357;DG357;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;;oui;oui;
09436X0118/F;04143;ORAISON;04;AERM&C;343;0;04143_FRDG209_FRDG357;933668,2653;6317721,544;DG357;DG357;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;;;;;;;;oui;
09177X0041/P;04145;PEIPIN;04;AERM&C;441;7.95;04145_ _FRDG521;936904,5522;6343523,779;DG521;DG521;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;;;;oui;;oui;oui;oui;
09433X0157/PUITS;04149;PEYRUIS;04;AERM&C;384;6;04149_FRDG209_FRDG358;936889,0899;6330921,902;DG358;DG358;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;oui;;;;;;;oui;
08705X0014/HY;04150;PIEGUT;04;AERM&C;680;0;04150_ _FRDG417;949263,1432;6378184,607;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;oui;;;;;;
08707X0016/HY;04154;PONTIS;04;AERM&C;1270;0;04154_ _FRDG417;969338,6006;6382927,046;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09184X0006/HY;04155;PRADS-HAUTE-BLEONE;04;AERM&C;1145;0;04155_ _FRDG174;977639,4036;6359051,292;DG174;DG174;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09438X0004/HY;04156;PUIMICHEL;04;AERM&C;618;0;04156_ _FRDG209;945678,4191;6324981,997;DG209;DG209;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09438X0013/F;04156;PUIMICHEL;04;AERM&C;618;73;04156_ _FRDG209;942428,9487;6326013,339;DG209;DG209;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
09701X0016/P;04157;PUIMOISSON;04;AERM&C;615;20;04157_ _FRDG209;952257,4192;6311595,097;DG209;DG209;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;;;;
09701X0008/F;04157;PUIMOISSON;04;AERM&C;620;4;04157_ _FRDG209;948300,0473;6313717,607;DG209;DG209;Hors RCS et RCO;;;;;;;;oui;;;;;;
09701X0007/F;04157;PUIMOISSON;04;AERM&C;620;12.5;04157_ _FRDG209;952459,8687;6310757,019;DG209;DG209;Hors RCS et RCO;;;;;;;;oui;;;;;;
09423X0020/SOURCE;04159;REDORTIERS;04;AERM&C;960;;04159_ _FRDG130;909008,0969;6340347,223;DG130;DG130;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09684X0032/HY;04160;REILLANNE;04;AERM&C;465;0;04160_ _FRDG521;915918,7217;6312020,281;DG521;DG521;Hors RCS et RCO;;;;;;oui;;;;;;;;
09422X0017/HY;04163;REVEST-DU-BION;04;AERM&C;950;0;04163_ _FRDG130;904108,3898;6337434,314;DG130;DG130;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09698X0017/F;04166;RIEZ;04;AERM&C;530;;04166_ _FRDG209;947748,2567;6310229,937;DG209;DG209;Hors RCS et RCO;;;;;;oui;;;;;;;;
09698X0012/F;04166;RIEZ;04;AERM&C;537;8.5;04166_ _FRDG209;950313,7702;6305414,147;DG209;DG209;RCO Seul;RCOseul;RCOseul;RCOseul;;RCOseul;oui;oui;oui;oui;oui;oui;;oui;
09423X0027/SOURCE;04169;LA ROCHEGIRON;04;AERM&C;795;;04169_ _FRDG130;912456,24;6340141,062;DG130;DG130;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09465X0013/HY;04170;LA ROCHETTE;04;AERM&C;1047;0;04170_ _FRDG421;1012473,049;6319319,681;DG421;DG421;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09455X0009/HY;04173;SAINT-ANDRE-LES-ALPES;04;AERM&C;1030;0;04173_ _FRDG174;981506,3827;6326833,605;DG174;DG174;Hors RCS et RCO;;;;;;;;oui;;;;;;
09457X0012/HY;04174;SAINT-BENOIT;04;AERM&C;568;;04174_ _FRDG174;998407,8645;6326139,743;DG174;DG174;Hors RCS et RCO;;;;;;;;oui;;;;;;
09705X0032/HY;04176;SAINTE-CROIX-DU-VERDON;04;AERM&C;570;0;04176_ _FRDG209;952030,2468;6299893,646;DG209;DG209;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09431X0007/SC;04178;SAINT-ETIENNE-LES-ORGUES;04;AERM&C;720;;04178_ _FRDG521;923718,2407;6328381,613;DG521;DG521;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
09438X0011/SOU;04181;SAINT-JEANNET;04;AERM&C;785;;04181_ _FRDG209;948264,2085;6323033,146;DG209;DG209;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09438X0005/HY;04181;SAINT-JEANNET;04;AERM&C;750;0;04181_ _FRDG209;949727,8271;6327856,852;DG209;DG209;Hors RCS et RCO;;;;;;oui;;;;;;;;
09438X0006/HY;04182;SAINT-JULIEN-D'ASSE;04;AERM&C;730;0;04182_ _FRDG209;944623,7282;6317629,531;DG209;DG209;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
09694X0004/F;04182;SAINT-JULIEN-D'ASSE;04;AERM&C;455;21;04182_FRDG209_FRDG356;948068,8622;6317661,306;DG356;DG356;Hors RCS et RCO;;;;;;oui;;;;;;;;
09448X0008/HY;04187;SAINT-LIONS;04;AERM&C;880;0;04187_ _FRDG417;974345,9613;6326327,08;DG417;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09691X0116/F;04188;SAINT-MAIME;04;AERM&C;370;0;04188_ _FRDG521;925238,6271;6313940,081;DG521;DG521;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09697X0014/HY;04189;SAINT-MARTIN-DE-BROMES;04;AERM&C;400;0;04189_ _FRDG209;936061,1693;6299738,493;DG209;DG209;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09697X0013/HY;04189;SAINT-MARTIN-DE-BROMES;04;AERM&C;395;0;04189_ _FRDG209;938504,9593;6302366,241;DG209;DG209;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
09428X0032/F;04192;SAINT-MICHEL-L'OBSERVATOIRE;04;AERM&C;493;0;04192_ _FRDG521;918631,8442;6317619,466;DG521;DG521;Hors RCS et RCO;;;;;;;;oui;;;;;;
08717X0009/HY;04193;SAINT-PAUL-SUR-UBAYE;04;AERM&C;2000;0;04193_ _FRDG417;1011454,106;6398798,355;;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
08721X0001/HY;04193;SAINT-PAUL-SUR-UBAYE;04;AERM&C;2000;0;04193_ _FRDG417;1000892,097;6388950,571;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
09695X0178/HY;04197;SAINTE-TULLE;04;AERM&C;282;0;04197_FRDG209_FRDG357;924734,816;6300830,502;;DG357;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;;
08943X0020/HY;04198;SAINT-VINCENT-LES-FORTS;04;AERM&C;1290;0;04198_ _FRDG417;969428,6098;6377198,663;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
09424X0019/HY;04201;SAUMANE;04;AERM&C;870;0;04201_ _FRDG130;914779,672;6334579,25;DG130;DG130;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
08948X0007/HY;04205;SEYNE;04;AERM&C;1390;0;04205_ _FRDG417;975011,7403;6362288,118;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
08943X0023/HY;04205;SEYNE;04;AERM&C;1533;0;04205_ _FRDG417;968788,9729;6367976,265;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
08943X0022/HY;04205;SEYNE;04;AERM&C;1660;0;04205_ _FRDG417;966332,0251;6363546,656;DG417;DG417;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
08948X0010/HY;04205;SEYNE;04;AERM&C;1442;0;04205_ _FRDG417;967368,8337;6365267,469;;DG417;Hors RCS et RCO;;;;;;;;oui;;;;;;
09435X0016/HY;04206;SIGONCE;04;AERM&C;497;0;04206_ _FRDG521;931293,2886;6330500,694;DG521;DG521;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
