CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014;
00655X0023/F;02504;MONTESCOURT-LIZEROLLES;02;AEAP;78;85.5;02504_FRHG218_FRAG013;718507,7222;6960135,118;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00655X0009/F;02504;MONTESCOURT-LIZEROLLES;02;AEAP;82;80;02504_FRHG218_FRAG013;719587,417;6960283,871;;AG013;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01071X0004/F;02508;MONTHENAULT;02;AESN;140;;02508_FRHG206_FRHG106;747723,8865;6931705,273;;HG106;Hors RCS et RCO;;;;;;;;oui;;;;;;
01561X0126/F;02509;MONTHIERS;02;AESN;105;12.3;02509_FRHG218_FRHG105;721540,4231;6891566,901;;HG105;Hors RCS et RCO;;;;;;oui;oui;;;;;;;
00497X0003/PC;02511;MONTIGNY-EN-ARROUAISE;02;AEAP;147;91;02511_ _FRHG206;734374,2261;6978244,601;HG206;HG206;Hors RCS et RCO;;;;;;;;oui;;;;;;
00658X0001/F;02517;MONTIGNY-SUR-CRECY;02;AESN;73;30;02517_FRHG218_FRHG206;742578,3404;6957198,71;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01568X0083/HY;02518;MONTLEVON;02;AESN;90;;02518_FRHG218_FRHG103;737401,6493;6873064,081;;HG103;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01563X0032/HY;02524;MONT-SAINT-PERE;02;AESN;65;0;02524_FRHG218_FRHG105;735291,9276;6886111,332;;HG105;Hors RCS et RCO;;;;;;oui;;;;;;;;
00495X0066/F;02525;MORCOURT;02;AEAP;74;1.33;02525_ _FRAG013;726011,5591;6975403,536;AG013;AG013;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;;oui;oui;
00676X0101/P;02526;MORGNY-EN-THIERACHE;02;AESN;185;30;02526_FRHG218_FRHG206;777877,0719;6962584,787;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00676X0099/F2;02526;MORGNY-EN-THIERACHE;02;AESN;189;25;02526_FRHG218_FRHG206;776361,8517;6963237,314;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01054X0001/F;02527;MORSAIN;02;AESN;56;55;02527_FRHG206_FRHG106;711935,0024;6927884,557;;HG106;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00656X0028/F;02532;MOY-DE-L'AISNE;02;AESN;61;50.19;02532_FRHG218_FRHG206;725502,5446;6961159,921;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00491X0087/P;02539;NAUROY;02;AEAP;150;65;02539_ _FRAG013;719540,3938;6982694,738;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01081X0105/F;02541;NEUFCHATEL-SUR-AISNE;02;AESN;67;32.5;02541_FRHG207_FRHG003;775388,0588;6926248,793;;HG003;Hors RCS et RCO;;;;;;;oui;;;;;;;
01305X0083/F;02543;NEUILLY-SAINT-FRONT;02;AESN;118;110;02543_FRHG218_FRHG105;718183,1421;6896706,933;HG105;HG105;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01062X0121/F1;02551;NEUVILLE-SUR-MARGIVAL;02;AESN;82;90;02551_FRHG206_FRHG106;728146,4962;6928269,098;;HG106;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
00856X1004/P;02553;NIZY-LE-COMTE;02;AESN;108;39;02553_FRHG218_FRHG207;773220,1237;6940659,477;;HG207;Hors RCS et RCO;;;;;;oui;;;;;;;;
01566X0092/HY;02554;NOGENTEL;02;AESN;70;0;02554_FRHG218_FRHG103;728051,361;6879277,527;;HG103;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01565X0103/P;02555;NOGENT-L'ARTAUD;02;AESN;62;9.35;02555_FRHG218_FRHG103;725008,8734;6872208,819;;HG103;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00852X0001/F-AEP;02556;NOIRCOURT;02;AESN;125;9;02556_FRHG218_FRHG206;778721,01;6952550,951;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00657X0047/F;02559;NOUVION-ET-CATILLON;02;AESN;66;24.35;02559_FRHG218_FRHG206;736649,5522;6955629,013;HG206;HG206;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;;;oui;oui;oui;oui;oui;
01071X0030/HY;02561;NOUVION-LE-VINEUX;02;AESN;148;0;02561_FRHG206_FRHG106;743692,1079;6934053,62;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00498X0024/P;02563;NOYALES;02;AESN;103;45.8;02563_ _FRHG206;738786,7679;6980069,968;;HG206;Hors RCS et RCO;;;;;;;oui;;;;;;;
00501X0047/F;02569;OISY;02;AEAP;145,4;65.2;02569_ _FRB2G017;749002,8636;6991904,469;;B2G017;Hors RCS et RCO;;;;;;oui;;;;;;;;
00515X0030/P;02574;ORIGNY-EN-THIERACHE;02;AESN;145;9.32;02574_ _FRHG309;773476,0137;6978422,133;;HG309;Hors RCS et RCO;;;;;;;oui;;;;;;;
00515X0029/P-C;02574;ORIGNY-EN-THIERACHE;02;AESN;145;9.35;02574_ _FRHG309;774287,9277;6978287,31;;HG309;Hors RCS et RCO;;;;;;oui;;;;;;;;
00515X0022/P;02574;ORIGNY-EN-THIERACHE;02;AESN;142;51.8;02574_ _FRHG309;773589,2195;6977400,033;;HG309;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01306X0070/HY;02579;OULCHY-LA-VILLE;02;AESN;160;0;02579_FRHG218_FRHG105;725893,358;6902271,613;HG105;HG105;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
01306X0062/HY;02580;OULCHY-LE-CHATEAU;02;AESN;105;0;02580_FRHG218_FRHG105;730490,6659;6901505,755;;HG105;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01301X0058/HY;02585;PARCY-ET-TIGNY;02;AESN;110;0;02585_FRHG218_FRHG105;723080,5803;6908615,457;;HG105;Hors RCS et RCO;;;;;;;;oui;;;;;;
00846X0078/F;02587;PARFONDRU;02;AESN;83;63;02587_FRHG206_FRHG106;752510,0012;6936625,811;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01864X1012/SCE;02590;PARGNY-LA-DHUYS;02;AESN;128,04;;02590_FRHG218_FRHG103;740531,4508;6872862,277;HG103;HG103;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
01565X0098/F;02596;PAVANT;02;AESN;58;11.8;02596_FRHG218_FRHG103;721749,4195;6871942,993;;HG103;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01065X0184/S;02598;PERNANT;02;AESN;41;;02598_FRHG106_FRHG003;716672,0381;6921622,37;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00843X0034/F;02600;PIERREPONT;02;AESN;76,5;18.5;02600_FRHG218_FRHG206;756649,8507;6950498,02;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01063X0068/P;02602;PINON;02;AESN;61;62;02602_FRHG206_FRHG106;734832,0649;6932217,878;;HG106;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
00671X0049/P-C;02608;PLOMION;02;AESN;213;29.84;02608_FRHG218_FRHG206;772290,1128;6967678,293;HG206;HG206;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;oui;oui;oui;oui;oui;oui;
01065X0150/F;02610;POMMIERS;02;AESN;43;70;02610_FRHG106_FRHG003;721107,8519;6921541,45;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00488X0027/HY;02614;PONTRU;02;AEAP;73,5;;02614_ _FRAG013;715292,8475;6980749,22;AG013;AG013;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;;oui;oui;
00658X0051/F;02617;POUILLY-SUR-SERRE;02;AESN;65;13.6;02617_FRHG218_FRHG206;741216,2058;6954301,704;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00492X0016/PC;02618;PREMONT;02;AEAP;121;23.78;02618_ _FRAG010;728647,89;6992243,231;;AG010;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01068X0041/F;02620;PRESLES-ET-BOVES;02;AESN;47,5;20.4;02620_FRHG207_FRHG106;740015,1289;6921961,27;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00498X0066/F;02625;PROIX;02;AESN;94;25;02625_ _FRHG206;740944,2812;6978248,728;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00498X0065/F;02625;PROIX;02;AESN;100;24.7;02625_ _FRHG206;742545,1146;6978839,317;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01293X0052/P;02628;PUISEUX-EN-RETZ;02;AESN;116;24.4;02628_FRHG218_FRHG106;708815,6692;6909371,023;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01304X0089/F;02633;QUINCY-SOUS-LE-MONT;02;AESN;59;80.5;02633_FRHG207_FRHG106;739859,2144;6912139,366;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
00676X0002/PC;02641;RENNEVAL;02;AESN;202;33.25;02641_FRHG218_FRHG206;773491,5314;6959792,352;;HG206;Hors RCS et RCO;;;;;;;oui;;;;;;;
01057X0155/F2;02643;RESSONS-LE-LONG;02;AESN;40;90;02643_FRHG106_FRHG003;713125,6222;6921899,154;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01057X0103/P;02643;RESSONS-LE-LONG;02;AESN;37,5;8.61;02643_FRHG106_FRHG003;712430,4785;6921484,349;;HG003;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00653X0002/F;02648;RIBEMONT;02;AESN;92,35;46.35;02648_ _FRHG206;734164,336;6965576,804;HG206;HG206;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;oui;oui;oui;oui;oui;oui;
01077X0013/HY;02656;ROUCY;02;AESN;120;0;02656_FRHG207_FRHG106;758192,453;6918439,746;;HG106;Hors RCS et RCO;;;;;;;;oui;;;;;;
00663X0121/F2;02657;ROUGERIES;02;AESN;98;48;02657_FRHG218_FRHG206;756929,2969;6968080,565;HG218;HG206;RCS;;RCSseul;RCSseul;RCSseul;RCSseul;;;oui;;;;;;
00644X0016/F;02658;ROUPY;02;AEAP;80,5;40;02658_ _FRAG013;713632,0977;6968513,921;AG013;AG013;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;;oui;;
00677X0001/F;02666;ROZOY-SUR-SERRE;02;AESN;140;67;02666_FRHG218_FRHG206;784038,1177;6959275,96;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00677X0002/F;02666;ROZOY-SUR-SERRE;02;AESN;143;75;02666_FRHG218_FRHG206;782338,0522;6954086,796;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00848X0023/P1;02676;SAINT-ERME-OUTRE-ET-RAMECOURT;02;AESN;88;35.5;02676_FRHG218_FRHG207;764094,4725;6936873,839;;HG207;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00832X0085/HY;02680;SAINT-GOBAIN;02;AESN;173,8;;02680_FRHG206_FRHG106;731142,3715;6941283,488;HG106;HG106;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;;;;
00517X0030/SCE;02684;SAINT-MICHEL;02;AESN;203;;02684_ _FRHG309;780809,2548;6979979,911;HG309;HG309;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;oui;oui;oui;oui;oui;oui;
01294X0052/HY;02687;SAINT-PIERRE-AIGLE;02;AESN;85;;02687_FRHG218_FRHG106;713633,4512;6914266,805;HG106;HG106;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;;;;
00844X0002/F;02690;SAINTE-PREUVE;02;AESN;80;14.5;02690_FRHG218_FRHG206;767235,962;6945750,179;;HG206;Hors RCS et RCO;;;;;;;oui;;;;;;;
00651X0171/F2;02691;SAINT-QUENTIN;02;AEAP;75,5;60.5;02691_ _FRAG013;720305,7757;6972377,136;;AG013;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
00651X0172/F4;02691;SAINT-QUENTIN;02;AEAP;72;60;02691_ _FRAG013;720675,3586;6974045,99;;AG013;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
00651X0064/F;02691;SAINT-QUENTIN;02;AEAP;74;35;02691_ _FRAG013;717961,8909;6969790,624;;AG013;Hors RCS et RCO;;;;;;oui;;;;;;;;
00651X0013/F1;02691;SAINT-QUENTIN;02;AEAP;75,5;60.8;02691_ _FRAG013;717832,4518;6970050,345;;AG013;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
01301X0061/HY;02693;SAINT-REMY-BLANZY;02;AESN;170;0;02693_FRHG218_FRHG105;723343,0661;6903488,775;;HG105;Hors RCS et RCO;;;;;;;oui;;;;;;;
00648X0009/F;02694;SAINT-SIMON;02;AEAP;86;46;02694_FRHG218_FRAG013;713667,3332;6961174,437;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00846X0069/P;02697;SAMOUSSY;02;AESN;73;11.5;02697_FRHG218_FRHG206;754965,8881;6942897,242;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01565X0075/P;02701;SAULCHERY;02;AESN;58;11.3;02701_FRHG218_FRHG105;723259,7745;6874850,319;;HG105;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
00644X0072/F;02702;SAVY;02;AEAP;94;60;02702_ _FRAG013;715123,0238;6971527,621;;AG013;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00855X0010/P;02705;LA SELVE;02;AESN;100;28.15;02705_FRHG218_FRHG207;772316,0256;6942292,884;;HG207;Hors RCS et RCO;;;;;;;oui;;;;;;;
01066X0217/F;02706;SEPTMONTS;02;AESN;59;38.8;02706_FRHG218_FRHG106;727324,9763;6915307,875;HG106;HG106;Hors RCS et RCO;;;;;;oui;;;;;;;;
00496X0017/PC;02708;SEQUEHART;02;AEAP;141;87;02708_ _FRAG013;724324,8042;6981122,435;;AG013;Hors RCS et RCO;;;;;;;oui;;;;;;;
00492X0012/PC;02709;SERAIN;02;AEAP;146;42.09;02709_ _FRAG010;726786,0427;6991823,277;;AG010;Hors RCS et RCO;;;;;;;;oui;;;;;;
01308X0070/HY;02712;SERGY;02;AESN;158;0;02712_FRHG218_FRHG105;740175,4644;6897915,159;;HG105;Hors RCS et RCO;;;;;;;;oui;;;;;;
00653X0066/F;02717;SERY-LES-MEZIERES;02;AESN;73;23;02717_ _FRHG206;731437,034;6963450,992;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00831X0206/F;02719;SINCENY;02;AESN;48;60;02719_FRHG106_FRHG002;719563,3355;6945512,881;;HG002;Hors RCS et RCO;;;;;;oui;;;;;;;;
00848X0001/F;02720;SISSONNE;02;AESN;76;11;02720_FRHG218_FRHG206;764432,2241;6945227,22;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01065X0153/F;02722;SOISSONS;02;AESN;40,3;60;02722_FRHG106_FRHG003;725717,3558;6921873,399;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01065X0205/F6;02722;SOISSONS;02;AESN;41;49;02722_FRHG106_FRHG003;724511,542;6921535,732;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01065X0062/F;02722;SOISSONS;02;AESN;39,68;70;02722_FRHG106_FRHG003;722672,5188;6921048,24;;HG003;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
01065X0162/F;02722;SOISSONS;02;AESN;40,12;60.4;02722_FRHG106_FRHG003;723578,43;6920967,33;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01065X0171/F4;02722;SOISSONS;02;AESN;49;75;02722_FRHG218_FRHG106;725191,3385;6918423,895;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00647X0236/PZ1;02726;SOMMETTE-EAUCOURT;02;AEAP;64;31.5;02726_FRHG218_FRAG013;709398,8219;6957725,799;AG013;AG013;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;;oui;oui;
00506X0008/P;02731;LE SOURD;02;AESN;150;13.78;02731_FRHG218_FRHG206;753984,6821;6974264,13;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00668X0028/S;02737;TAVAUX-ET-PONTSERICOURT;02;AESN;104;;02737_FRHG218_FRHG206;764776,2132;6957021,098;;HG206;Hors RCS et RCO;;;;;;oui;;;;;;;;
00668X0034/P;02737;TAVAUX-ET-PONTSERICOURT;02;AESN;141;43.85;02737_FRHG218_FRHG206;764988,5274;6960655,285;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00831X0078/F;02738;TERGNIER;02;AESN;59;130;02738_FRHG205_FRHG106;721042,4834;6952904,698;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
00831X0060/F;02738;TERGNIER;02;AESN;56,68;100;02738_FRHG206_FRHG106;721725,409;6953254,817;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00666X0072/F-1997;02742;THIERNU;02;AESN;84;40;02742_FRHG218_FRHG206;755466,5175;6964284,615;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00852X0043/F;02743;LE THUEL;02;AESN;142;50;02743_FRHG218_FRHG206;777940,5535;6949145,216;;HG206;Hors RCS et RCO;;;;;;oui;;;;;;;;
01561X0136/F;02744;TORCY-EN-VALOIS;02;AESN;89;59;02744_FRHG218_FRHG105;719977,4088;6886518,821;;HG105;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00656X0114/F;02746;TRAVECY;02;AESN;62,5;40;02746_FRHG206_FRHG106;724535,8551;6952790,198;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
00643X0005/PC;02747;TREFCON;02;AEAP;96;42;02747_ _FRAG013;706087,6521;6975337,295;;AG013;Hors RCS et RCO;;;;;;;;oui;;;;;;
00648X0142/F01;02752;TUGNY-ET-PONT;02;AEAP;75;30;02752_FRHG218_FRAG013;711892,2118;6963407,96;AG013;AG013;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;;oui;oui;
00501X0045/S;02753;TUPIGNY;02;AESN;98;2.11;02753_ _FRB2G017;743483,9302;6984131,511;B2G017;B2G017;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;;;;oui;;oui;oui;oui;
01064X0001/F;02755;URCEL;02;AESN;59;44.25;02755_FRHG206_FRHG106;740895,9244;6933354,818;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00652X0058/F;02756;URVILLERS;02;AEAP;82;50;02756_ _FRHG206;723848,343;6964143,245;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01067X0027/F;02758;VAILLY-SUR-AISNE;02;AESN;45,8;45;02758_FRHG106_FRHG003;736158,5897;6922263,37;;HG003;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01063X0034/HY;02766;VAUDESSON;02;AESN;135;;02766_FRHG206_FRHG106;736323,7113;6932038,45;;HG106;Hors RCS et RCO;;;;;;oui;;;;;;;;
01063X0069/F;02768;VAUXAILLON;02;AESN;61;63;02768_FRHG206_FRHG106;728713,0992;6929880,757;;HG106;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;oui;;;;;;
00493X0044/P;02769;VAUX-ANDIGNY;02;AEAP;164;43.9;02769_ _FRAG010;736996,8961;6989793,642;;AG010;Hors RCS et RCO;;;;;;oui;;;;;;;;
01065X0174/F6;02770;VAUXBUIN;02;AESN;48;80;02770_FRHG218_FRHG106;721565,9713;6917479,813;;HG106;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01065X0009/F;02770;VAUXBUIN;02;AESN;50;70;02770_FRHG218_FRHG106;720853,4187;6917067,224;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01075X0046/HY;02771;VAUXCERE;02;AESN;150;0;02771_FRHG207_FRHG106;746275,509;6916528,83;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
01075X0041/HY;02773;VAUXTIN;02;AESN;115;;02773_FRHG207_FRHG106;743803,6766;6916680,759;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
00656X0029/F;02775;VENDEUIL;02;AESN;89;70;02775_FRHG206_FRHG106;723769,4334;6955626,765;HG206;HG106;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;oui;oui;oui;
00498X0080/P;02783;GRAND-VERLY;02;AESN;110;30.5;02783_ _FRHG206;742420,4923;6983695,184;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00488X0017/PC;02785;VERMAND;02;AEAP;74;21.35;02785_ _FRAG013;710681,6207;6976429,622;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00841X0040/F;02787;VERNEUIL-SUR-SERRE;02;AESN;87;25.7;02787_FRHG218_FRHG206;749336,1942;6949826,508;;HG206;Hors RCS et RCO;;;;;;;;oui;;;;;;
00833X0069/F;02788;VERSIGNY;02;AESN;59;20.58;02788_FRHG218_FRHG206;730554,6103;6953150,495;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00846X0038/HY;02791;VESLUD;02;AESN;85;0;02791_FRHG206_FRHG106;752703,1773;6936852,28;;HG106;Hors RCS et RCO;;;;;;oui;;;;;;;;
01862X0061/HY;02798;VIELS-MAISONS;02;AESN;205;0;02798_FRHG218_FRHG103;727506,202;6867295,883;;HG103;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
01862X0060/HY;02798;VIELS-MAISONS;02;AESN;205;0;02798_FRHG218_FRHG103;729506,7464;6867891,033;;HG103;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
01066X0101/P;02805;VILLENEUVE-SAINT-GERMAIN;02;AESN;42;8.23;02805_FRHG106_FRHG003;727143,6888;6919941,741;HG003;HG003;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;;oui;oui;oui;oui;oui;
00824X0118/F;02807;VILLEQUIER-AUMONT;02;AESN;61;45;02807_FRHG205_FRHG106;713182,4393;6953068,506;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00484X0001/F;02808;VILLERET;02;AEAP;144;100;02808_ _FRAG013;714585,0403;6984065,175;;AG013;Hors RCS et RCO;;;;;;;;oui;;;;;;
01316X1010/SAEP;02809;VILLERS-AGRON-AIGUIZY;02;AESN;118;;02809_FRHG207_FRHG105;751670,3308;6896067,081;;HG105;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01293X0021/F;02810;VILLERS-COTTERETS;02;AESN;138,3;75.6;02810_FRHG218_FRHG104;709309,328;6906513,59;HG104;HG104;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;oui;oui;oui;oui;oui;oui;
01293X0089/PUITS;02810;VILLERS-COTTERETS;02;AESN;136;74;02810_FRHG218_FRHG104;705405,7209;6906761,036;;HG104;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01293X0095/F3;02810;VILLERS-COTTERETS;02;AESN;138;85;02810_FRHG218_FRHG104;708516,4177;6909108,865;;HG104;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00643X0004/P;02815;VILLERS-SAINT-CHRISTOPHE;02;AEAP;95,9;45;02815_FRHG218_FRAG013;708035,2531;6964754,145;;AG013;Hors RCS et RCO;;;;;;;;oui;;;;;;
00831X0203/F;02820;VIRY-NOUREUIL;02;AESN;50;35;02820_FRHG205_FRHG106;717618,7775;6950384,772;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00834X0021/F;02821;VIVAISE;02;AESN;79,5;19.55;02821_FRHG218_FRHG206;740548,1733;6946344,04;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00666X0029/PC;02827;VOYENNE;02;AESN;96;39.45;02827_FRHG218_FRHG206;751781,5223;6956817,326;;HG206;Hors RCS et RCO;;;;;;oui;;;;;;;;
00494X0084/PC;02830;WASSIGNY;02;AEAP;140;24.08;02830_ _FRAG010;742441,4997;6990736,149;;AG010;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00506X0032/HY;02832;WIEGE-FATY;02;AESN;122;0;02832_ _FRHG206;751604,488;6976733,63;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06467X0215/S;03001;ABREST;03;AELB;387;;03001_ _FRGG051;736477,3279;6555008,637;;GG051;Hors RCS et RCO;;;;;;;oui;;;;;;;
06467X0211/D;03001;ABREST;03;AELB;255;;03001_FRGG051_FRGG128;734117,7171;6555883,905;GG128;GG128;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06442X0001/S;03007;ARPHEUILLES-SAINT-PRIEST;03;AELB;486;;03007_ _FRGG053;677703,1838;6570150,84;GG053;GG053;Hors RCS et RCO;;;;;;;oui;;;;;;;
05755X0079/F;03011;AUROUER;03;AELB;246;28.5;03011_ _FRGG043;722590,5888;6623189,757;GG051;GG043;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;;;oui;oui;
05748X0035/P4;03015;BAGNEUX;03;AELB;198;;03015_FRGG051_FRGG128;718715,2911;6615889,676;GG128;GG128;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
05986X0081/P1;03025;BESSAY-SUR-ALLIER;03;AELB;214;;03025_FRGG051_FRGG128;725948,3171;6594343,309;GG128;GG128;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05986X0163/P;03025;BESSAY-SUR-ALLIER;03;AELB;219,69;10.61;03025_FRGG051_FRGG128;728230,6813;6594228,85;GG128;GG128;;;RCSseul;RCSseul;RCSseul;RCSseul;;;;;;oui;oui;oui;
06463X0098/S;03029;BILLY;03;AELB;320;;03029_ _FRGG051;734779,3951;6569132,12;;GG051;Hors RCS et RCO;;;;;;oui;;;;;;;;
06211X0033/P;03065;CHATEL-DE-NEUVRE;03;AELB;220;;03065_FRGG051_FRGG128;724316,2049;6591601,957;GG128;GG128;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
